SMILES,Dataset,ID,Fragments,Software,Software_Score,NEW_SMILES
CN1c2ccccc2N(Cc2csc(n2)C2(C)Cc3cccc(c3O2)Nn2ccnn2)S1(=O)=O,DIVERSE01,ABDIV01_31,Random1 Life Chemicals ,alvaBuilder,1.0,CN1c2ccccc2N(Cc2csc(C3(C)Cc4cccc(Nn5ccnn5)c4O3)n2)S1(=O)=O
CN1CCc2ccc(cc2C1)NC(=O)NCN1CCN(CC1)c1ccc2nnc([n]2n1)Cl,DIVERSE01,ABDIV01_32,Random1 Life Chemicals ,alvaBuilder,1.0,CN1CCc2ccc(NC(=O)NCN3CCN(c4ccc5nnc(Cl)n5n4)CC3)cc2C1
Brc1cc(ccc1-c1ccc(cc1)-c1ncco1)NS(=O)(=O)c1ccoc1,DIVERSE01,ABDIV01_33,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(Nc1ccc(-c2ccc(-c3ncco3)cc2)c(Br)c1)c1ccoc1
O=C(NCCOc1ccccc1NC(=O)C1CN(C1)c1nc2ccccc2o1)C1CC1,DIVERSE01,ABDIV01_34,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCOc1ccccc1NC(=O)C1CN(c2nc3ccccc3o2)C1)C1CC1
BrC1CN(C1)Cc1cc(ccn1)C1CCN(CC1)CNC(=O)Oc1cc2c(nn1)CCCC2,DIVERSE01,ABDIV01_35,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCN1CCC(c2ccnc(CN3CC(Br)C3)c2)CC1)Oc1cc2c(nn1)CCCC2
Cc1cc(c(cc1CO)-n1cc(nn1)-c1ccc(cc1Br)NS(=O)(=O)c1ccoc1)Cl,DIVERSE01,ABDIV01_36,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(Cl)c(-n2cc(-c3ccc(NS(=O)(=O)c4ccoc4)cc3Br)nn2)cc1CO
Cn1nccc1CNC(=O)C(=O)NCC(c1cccnc1)c1ccccc1-c1ccc(cc1)-c1ncco1,DIVERSE01,ABDIV01_37,Random1 Life Chemicals ,alvaBuilder,1.0,Cn1nccc1CNC(=O)C(=O)NCC(c1cccnc1)c1ccccc1-c1ccc(-c2ncco2)cc1
Cc1c(n[n]2c(c3c(nc12)CCCC3)N1CCOCC1)CC(C)(CC1CCN(CC1)c1ccccc1)C(N)=O,DIVERSE01,ABDIV01_38,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1c(CC(C)(CC2CCN(c3ccccc3)CC2)C(N)=O)nn2c(N3CCOCC3)c3c(nc12)CCCC3
CNC(=O)C(Cn1cccn1)c1ccc(cn1)-c1ncccc1-c1cc(nc(n1)C)-c1ccco1,DIVERSE01,ABDIV01_39,Random1 Life Chemicals ,alvaBuilder,1.0,CNC(=O)C(Cn1cccn1)c1ccc(-c2ncccc2-c2cc(-c3ccco3)nc(C)n2)cn1
O=C(Cc1ccccc1)NS(=O)(=O)NCCOc1nc(no1)C1CCCC1,DIVERSE01,ABDIV01_40,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(Cc1ccccc1)NS(=O)(=O)NCCOc1nc(C2CCCC2)no1
CN(CN1CCC(CC1)c1ccc(cc1)C(=O)NCc1ccncc1)c1ccnc(c1)C(F)(F)F,DIVERSE01,ABDIV01_41,Random1 Life Chemicals ,alvaBuilder,1.0,CN(CN1CCC(c2ccc(C(=O)NCc3ccncc3)cc2)CC1)c1ccnc(C(F)(F)F)c1
Cn1nccc1CNC(=O)C(=O)NCC(c1cccnc1)c1ccccc1Cl,DIVERSE01,ABDIV01_42,Random1 Life Chemicals ,alvaBuilder,1.0,Cn1nccc1CNC(=O)C(=O)NCC(c1cccnc1)c1ccccc1Cl
O=S(=O)(CCC1COc2ccccc2O1)Nc1nc2ccccc2o1,DIVERSE01,ABDIV01_43,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(CCC1COc2ccccc2O1)N=c1[nH]c2ccccc2o1
Fc1cccc(c1)-n1cc(nn1)-c1ccc(cc1Br)NS(=O)(=O)C(F)(F)F,DIVERSE01,ABDIV01_44,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(Nc1ccc(-c2cn(-c3cccc(F)c3)nn2)c(Br)c1)C(F)(F)F
Fc1c(cccc1NS(=O)(=O)CCc1ncccc1-c1ccnc(c1)C1CC1)CS,DIVERSE01,ABDIV01_45,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(CCc1ncccc1-c1ccnc(C2CC2)c1)Nc1cccc(CS)c1F
Fc1ccc(c(c1)NS(=O)(=O)CCc1ccccc1)N1CCN(CC1)C1=NS(=O)(=O)c2ccccc12,DIVERSE01,ABDIV01_46,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(CCc1ccccc1)Nc1cc(F)ccc1N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1
Fc1ccc(c(c1)OCCNC(=O)Nc1cccnc1)N1CCN(CC1)C1CCC1,DIVERSE01,ABDIV01_47,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCOc1cc(F)ccc1N1CCN(C2CCC2)CC1)Nc1cccnc1
CCC(CNC(C)=O)(CN1CC(C1)N1CCC(CC1)c1ccncc1)OCc1cn(nc1F)Cl,DIVERSE01,ABDIV01_48,Random1 Life Chemicals ,alvaBuilder,1.0,CCC(CNC(C)=O)(CN1CC(N2CCC(c3ccncc3)CC2)C1)OCc1cn(Cl)nc1F
Clc1c(cnn1Cl)C(=O)Nc1cc(ccc1CCCS(=O)=O)C(Br)=O,DIVERSE01,ABDIV01_49,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(Br)c1ccc(CCC[SH](=O)=O)c(NC(=O)c2cnn(Cl)c2Cl)c1
FOCC(NC(=O)NC1=NC2(CCN(CC2)c2ccccc2)NC1=O)C12CC3CC(CC(C3)C1)C2,DIVERSE01,ABDIV01_50,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(N=C(COF)C12CC3CC(CC(C3)C1)C2)NC1NC2(CCN(c3ccccc3)CC2)NC1=O
CCS(=O)(=O)Nc1cc(ccc1N1CCN(CC1)C1=NS(=O)(=O)c2ccccc12)F,DIVERSE01,ABDIV01_51,Random1 Life Chemicals ,alvaBuilder,1.0,CCS(=O)(=O)Nc1cc(F)ccc1N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1
SCc1ncccc1C(=O)Nc1ncccc1-c1ccc2nsnc2c1,DIVERSE01,ABDIV01_52,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(N=c1[nH]cccc1-c1ccc2nsnc2c1)c1cccnc1CS
CCNC(=O)C(N1C=Nc2c([nH]c3ccccc23)C1=O)c1ccc(cc1)N1N=C(C=CC1=O)c1ccncc1,DIVERSE01,ABDIV01_53,Random1 Life Chemicals ,alvaBuilder,1.0,CCNC(=O)C(c1ccc(-n2nc(-c3ccncc3)ccc2=O)cc1)n1cnc2c([nH]c3ccccc32)c1=O
Cc1ccc(cc1)-c1cc(ccn1)-c1nc(co1)N1C=Nc2c([nH]c3ccccc23)C1=O,DIVERSE01,ABDIV01_54,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ccc(-c2cc(-c3nc(-n4cnc5c([nH]c6ccccc65)c4=O)co3)ccn2)cc1
COc1ncc(n1CC(=O)NC1CCCC1)-c1nc2cccnc2n1C,DIVERSE01,ABDIV01_55,Random1 Life Chemicals ,alvaBuilder,1.0,COc1ncc(-c2nc3cccnc3n2C)n1CC(=O)NC1CCCC1
CC(N1CC(C1)CC12CC3CC(CC(C3)C1)C2)C(CNC(C)=O)(Cc1ccco1)OCO,DIVERSE01,ABDIV01_56,Random1 Life Chemicals ,alvaBuilder,1.0,CC(=O)NCC(Cc1ccco1)(OCO)C(C)N1CC(CC23CC4CC(CC(C4)C2)C3)C1
Clc1cccc(c1)CNC(=O)C(=O)NCC(c1cccnc1)c1ccccc1-c1ccc(cc1)-c1ncco1,DIVERSE01,ABDIV01_57,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCc1cccc(Cl)c1)C(=O)NCC(c1cccnc1)c1ccccc1-c1ccc(-c2ncco2)cc1
BrN1C=CN=C(C1=O)c1cc(ccn1)C1CCN(CC1)CNC(=O)Oc1ccccc1,DIVERSE01,ABDIV01_58,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCN1CCC(c2ccnc(-c3nccn(Br)c3=O)c2)CC1)Oc1ccccc1
CCc1cccc(c1)N1CCC2(CC1)NC(=O)C(=N2)NC(=O)NC(COF)C12CC3CC(CC(C3)C1)C2,DIVERSE01,ABDIV01_59,Random1 Life Chemicals ,alvaBuilder,1.0,CCc1cccc(N2CCC3(CC2)N=C(NC(=O)NC(COF)C24CC5CC(CC(C5)C2)C4)C(=O)N3)c1
O=C(NCc1ccc2nnc([n]2n1)-c1cc2c(nn1)CCCC2)c1ccccc1,DIVERSE01,ABDIV01_60,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCc1ccc2nnc(-c3cc4c(nn3)CCCC4)n2n1)c1ccccc1
Fc1c(cccc1NS(=O)(=O)CCc1ccccc1OCCNC(=O)c1cccs1)Br,DIVERSE01,ABDIV01_61,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCOc1ccccc1CCS(=O)(=O)Nc1cccc(Br)c1F)c1cccs1
Cc1cc(c(cc1CO)-c1ccc2nnc([n]2n1)-c1cc2c(nn1)CCCC2)Cl,DIVERSE01,ABDIV01_62,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(Cl)c(-c2ccc3nnc(-c4cc5c(nn4)CCCC5)n3n2)cc1CO
O=S(=O)(NCCOc1cc(ccc1-c1ccccc1)C1CC1)N1CC(C1)c1ccccc1,DIVERSE01,ABDIV01_63,Random1 Life Chemicals ,alvaBuilder,1.0,O=S(=O)(NCCOc1cc(C2CC2)ccc1-c1ccccc1)N1CC(c2ccccc2)C1
O=C(NCCc1cc2c(nn1)CCCC2)c1nc(co1)N1C=Nc2c([nH]c3ccccc23)C1=O,DIVERSE01,ABDIV01_64,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCc1cc2c(nn1)CCCC2)c1nc(-n2cnc3c([nH]c4ccccc43)c2=O)co1
Cn1nccc1-c1ccc(cc1NS(=O)(=O)CCc1ccccc1)F,DIVERSE01,ABDIV01_65,Random1 Life Chemicals ,alvaBuilder,1.0,Cn1nccc1-c1ccc(F)cc1NS(=O)(=O)CCc1ccccc1
CCCc1nc(no1)-c1ccc(cc1Br)NS(=O)(=O)c1ccoc1,DIVERSE01,ABDIV01_66,Random1 Life Chemicals ,alvaBuilder,1.0,CCCc1nc(-c2ccc(NS(=O)(=O)c3ccoc3)cc2Br)no1
CC#CCNC(=O)NC(C)(CCS)CCc1ccnc(c1)C(F)(F)F,DIVERSE01,ABDIV01_67,Random1 Life Chemicals ,alvaBuilder,1.0,CC#CCNC(=O)NC(C)(CCS)CCc1ccnc(C(F)(F)F)c1
ClCCNC(=O)C(=O)NCC(NC=O)c1ccccc1-c1ccc(cc1)-c1ncco1,DIVERSE01,ABDIV01_68,Random1 Life Chemicals ,alvaBuilder,1.0,O=CNC(CNC(=O)C(=O)NCCCl)c1ccccc1-c1ccc(-c2ncco2)cc1
O=C(Nc1ncccc1-c1ccc2nsnc2c1)c1cccnc1-c1ccccc1,DIVERSE01,ABDIV01_69,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(N=c1[nH]cccc1-c1ccc2nsnc2c1)c1cccnc1-c1ccccc1
CC(=O)NCc1ccc(cc1)-c1cccnc1NC(=O)c1cc(ccn1)-c1ccccc1,DIVERSE01,ABDIV01_70,Random1 Life Chemicals ,alvaBuilder,1.0,CC(=O)NCc1ccc(-c2ccc[nH]c2=NC(=O)c2cc(-c3ccccc3)ccn2)cc1
OCc1cnc(nc1)C1CC21CCN(CC2)C(=O)COc1ccc(cc1)-c1cc(cs1)-c1cnccn1,DIVERSE02,ABDIV02_01,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(COc1ccc(-c2cc(-c3cnccn3)cs2)cc1)N1CCC2(CC1)CC2c1ncc(CO)cn1
CNCc1cncc(n1)OC1CCN(C1)C(=O)NCCc1cccc(c1-c1ccccc1)Cl,DIVERSE02,ABDIV02_02,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1cncc(OC2CCN(C(=O)NCCc3cccc(Cl)c3-c3ccccc3)C2)n1
CC(C)(Cc1ccc(o1)-c1cccc(c1)N1CCC(CC1)CNCc1nccnc1CO)OC(=O)CO,DIVERSE02,ABDIV02_03,Random1 Life Chemicals ,alvaBuilder,1.0,CC(C)(Cc1ccc(-c2cccc(N3CCC(CNCc4nccnc4CO)CC3)c2)o1)OC(=O)CO
Cc1cc(cc(c1C)-c1nccnc1C(=O)Cc1ccccc1)C(CNS(=O)=O)OCC1CC1,DIVERSE02,ABDIV02_04,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(C(CN[SH](=O)=O)OCC2CC2)cc(-c2nccnc2C(=O)Cc2ccccc2)c1C
Brc1ccc(o1)-c1ccc(cc1)CN1C(=O)Nc2ccccc2S1(=O)=O,DIVERSE02,ABDIV02_05,Random1 Life Chemicals ,alvaBuilder,1.0,O=C1Nc2ccccc2S(=O)(=O)N1Cc1ccc(-c2ccc(Br)o2)cc1
CN(CCC(C)(CCc1ccccc1F)OC(=O)CO)c1ccnc(c1)C(F)(F)F,DIVERSE02,ABDIV02_06,Random1 Life Chemicals ,alvaBuilder,1.0,CN(CCC(C)(CCc1ccccc1F)OC(=O)CO)c1ccnc(C(F)(F)F)c1
O=C(Cc1cnoc1)NCc1sc2ncccc2c1-c1ccc2c(c1)OCO2,DIVERSE02,ABDIV02_07,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(Cc1cnoc1)NCc1sc2ncccc2c1-c1ccc2c(c1)OCO2
O=C(NCc1cnc2cc(ccc2n1)-c1ccc(s1)C1CC1)c1cnoc1-c1cnoc1,DIVERSE02,ABDIV02_08,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCc1cnc2cc(-c3ccc(C4CC4)s3)ccc2n1)c1cnoc1-c1cnoc1
O=C(NCC(ONS(=O)(=O)c1ccco1)c1ccccc1Cc1ccccc1)c1ccncc1,DIVERSE02,ABDIV02_09,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCC(ONS(=O)(=O)c1ccco1)c1ccccc1Cc1ccccc1)c1ccncc1
O=C(NC1=NCCS1)N1CCN(CC1)c1cnc2cc(ccc2n1)-c1ccc(s1)C1CC1,DIVERSE02,ABDIV02_10,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(N=C1NCCS1)N1CCN(c2cnc3cc(-c4ccc(C5CC5)s4)ccc3n2)CC1
CCC(CCc1c(nc2n1CCS2)NC(=O)Cc1ccc2c(c1)N(C)S(=O)(=O)N2C)C(=O)NC,DIVERSE02,ABDIV02_11,Random1 Life Chemicals ,alvaBuilder,1.0,CCC(CCc1c(NC(=O)Cc2ccc3c(c2)N(C)S(=O)(=O)N3C)nc2n1CCS2)C(=O)NC
O=C1Nc2ccccc2S(=O)(=O)N1Cc1ccc(cc1)N1CCSCC1,DIVERSE02,ABDIV02_12,Random1 Life Chemicals ,alvaBuilder,1.0,O=C1Nc2ccccc2S(=O)(=O)N1Cc1ccc(N2CCSCC2)cc1
O=C(NCCc1cccs1)C(c1ccoc1)c1ccc2c(c1)OC=C(C2=O)c1ccc(nn1)-c1ncccn1,DIVERSE02,ABDIV02_13,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCc1cccs1)C(c1ccoc1)c1ccc2c(=O)c(-c3ccc(-c4ncccn4)nn3)coc2c1
OCCc1ccccc1CNCc1ccc(o1)C(=O)NCc1cccs1,DIVERSE02,ABDIV02_14,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCc1cccs1)c1ccc(CNCc2ccccc2CCO)o1
CNCc1nccnc1-c1c(onc1CN1CCC(CC1)c1ccc2c(c1)OCO2)Cl,DIVERSE02,ABDIV02_15,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-c1c(CN2CCC(c3ccc4c(c3)OCO4)CC2)noc1Cl
CNCc1nccnc1-c1c(onc1CN1c2ccccc2N(C2CC2)S1(=O)=O)Cl,DIVERSE02,ABDIV02_16,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-c1c(CN2c3ccccc3N(C3CC3)S2(=O)=O)noc1Cl
Cc1cc(cc(c1CCNS(=O)(=O)n1cncn1)C(F)(F)F)-c1ccc(o1)Br,DIVERSE02,ABDIV02_17,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(-c2ccc(Br)o2)cc(C(F)(F)F)c1CCNS(=O)(=O)n1cncn1
Cc1cc(cc(c1CCNS(=O)(=O)n1cncn1)C)-c1ccc(o1)Br,DIVERSE02,ABDIV02_18,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(-c2ccc(Br)o2)cc(C)c1CCNS(=O)(=O)n1cncn1
Cc1c(cccc1CCNC(=O)N1CCC(C1)Oc1ccc(o1)CNCc1ccccc1CCO)Cl,DIVERSE02,ABDIV02_19,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1c(Cl)cccc1CCNC(=O)N1CCC(Oc2ccc(CNCc3ccccc3CCO)o2)C1
Fc1ccc(o1)-c1ccc(cc1)CN1C(=O)Nc2ccccc2S1(=O)=O,DIVERSE02,ABDIV02_20,Random1 Life Chemicals ,alvaBuilder,1.0,O=C1Nc2ccccc2S(=O)(=O)N1Cc1ccc(-c2ccc(F)o2)cc1
Cc1ncnc(c1-c1ccc2[nH]cc3c(nnc3c2c1)N1CCOCC1)-n1cncn1,DIVERSE02,ABDIV02_21,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ncnc(-n2cncn2)c1-c1ccc2ncc3c(N4CCOCC4)[nH]nc3c2c1
Cc1cc(cc(c1CCNS(=O)(=O)n1cncn1)C)N1CCSCC1,DIVERSE02,ABDIV02_22,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(N2CCSCC2)cc(C)c1CCNS(=O)(=O)n1cncn1
O=C(NCCc1ccc(nn1)C1CC1)C(c1ccoc1)c1ccc2c(c1)OC=C(Cc1ncccn1)C2=O,DIVERSE02,ABDIV02_23,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCc1ccc(C2CC2)nn1)C(c1ccoc1)c1ccc2c(=O)c(Cc3ncccn3)coc2c1
CN1c2cc(ccc2N(F)S1(=O)=O)CC(=O)Nc1nc2n(c1C)CCS2,DIVERSE02,ABDIV02_24,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1c(NC(=O)Cc2ccc3c(c2)N(C)S(=O)(=O)N3F)nc2n1CCS2
O=C(Cc1ccco1)c1c(nc2n1CCS2)S(=O)(=O)NCCc1ccc(cc1)-c1ccccc1,DIVERSE02,ABDIV02_25,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(Cc1ccco1)c1c(S(=O)(=O)NCCc2ccc(-c3ccccc3)cc2)nc2n1CCS2
Cc1ccc(cc1)-c1nnc2c1c[nH]c1ccc(cc21)-c1c(ncnc1NC(=O)C1CCSC1=O)F,DIVERSE02,ABDIV02_26,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ccc(-c2[nH]nc3c2cnc2ccc(-c4c(F)[nH]cnc4=NC(=O)C4CCSC4=O)cc23)cc1
COCc1nnc2c1c[nH]c1ccc(cc21)-c1c(ncnc1NC(=O)c1ccoc1)C,DIVERSE02,ABDIV02_27,Random1 Life Chemicals ,alvaBuilder,1.0,COCc1[nH]nc2c1cnc1ccc(-c3c(C)[nH]cnc3=NC(=O)c3ccoc3)cc12
CNC(=O)NCC(C)(O)COCc1ccccc1CN1c2ccccc2N(C2CC2)S1(=O)=O,DIVERSE02,ABDIV02_28,Random1 Life Chemicals ,alvaBuilder,1.0,CNC(=O)NCC(C)(O)COCc1ccccc1CN1c2ccccc2N(C2CC2)S1(=O)=O
CNCc1nccnc1-c1c(onc1CN1c2ccccc2N(c2ccc(s2)Cl)S1(=O)=O)C,DIVERSE02,ABDIV02_29,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-c1c(CN2c3ccccc3N(c3ccc(Cl)s3)S2(=O)=O)noc1C
Cc1ncnc(c1CNC(=O)c1ccc(o1)CNCc1ccccc1CCO)-c1cccc(c1)F,DIVERSE02,ABDIV02_30,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ncnc(-c2cccc(F)c2)c1CNC(=O)c1ccc(CNCc2ccccc2CCO)o1
CNCc1nccnc1-c1cccc(c1CN1CCC(CC1)c1ccc2c(c1)OCO2)-c1ccco1,DIVERSE02,ABDIV02_31,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-c1cccc(-c2ccco2)c1CN1CCC(c2ccc3c(c2)OCO3)CC1
Cc1ccccc1N1CC(C1)c1cc(ccn1)CNC(=O)COCCCc1ccco1,DIVERSE02,ABDIV02_32,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ccccc1N1CC(c2cc(CNC(=O)COCCCc3ccco3)ccn2)C1
O=C(NCCc1ccccc1)C(c1ccoc1)c1cnn2c1NC(=O)C2c1cnoc1,DIVERSE02,ABDIV02_33,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCCc1ccccc1)C(c1ccoc1)c1c[nH]n2c(-c3cnoc3)c(O)nc12
CNCc1cncc(n1)OC1CCN(C1)C(=O)NCCc1cccc(c1C)Cl,DIVERSE02,ABDIV02_34,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1cncc(OC2CCN(C(=O)NCCc3cccc(Cl)c3C)C2)n1
COC(CNC(=O)c1ccncc1)C1CCCN(C1)CC(=O)C(C(=O)NCCc1ccccc1)c1ccoc1,DIVERSE02,ABDIV02_35,Random1 Life Chemicals ,alvaBuilder,1.0,COC(CNC(=O)c1ccncc1)C1CCCN(CC(=O)C(C(=O)NCCc2ccccc2)c2ccoc2)C1
CC(=O)Nc1ncnc(c1-c1ccc2[nH]cc3c(nnc3c2c1)-c1ccc(cc1)CO)C,DIVERSE02,ABDIV02_36,Random1 Life Chemicals ,alvaBuilder,1.0,CC(=O)N=c1[nH]cnc(C)c1-c1ccc2ncc3c(-c4ccc(CO)cc4)[nH]nc3c2c1
Cc1ccccc1N1CC(C1)c1cc(ccn1)CNC(=O)c1cnoc1CCCN1C(=O)c2ccccc2C1=O,DIVERSE02,ABDIV02_37,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ccccc1N1CC(c2cc(CNC(=O)c3cnoc3CCCN3C(=O)c4ccccc4C3=O)ccn2)C1
Cc1ncnc(c1-c1ccc2[nH]cc3c(nnc3c2c1)C)NC(=O)c1ccco1,DIVERSE02,ABDIV02_38,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1[nH]cnc(=NC(=O)c2ccco2)c1-c1ccc2ncc3c(C)[nH]nc3c2c1
CC1CC(C)(F)NC(C)(C1)S(=O)(=O)Nc1ccc(cc1)-c1cnoc1,DIVERSE02,ABDIV02_39,Random1 Life Chemicals ,alvaBuilder,1.0,CC1CC(C)(F)NC(C)(S(=O)(=O)Nc2ccc(-c3cnoc3)cc2)C1
FC(F)(F)c1ncncc1-c1ccc(o1)C(=O)NCc1cccs1,DIVERSE02,ABDIV02_40,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCc1cccs1)c1ccc(-c2cncnc2C(F)(F)F)o1
CCC(CCN1CCc2sc(cc2C1)N1CCC(CC1)CONC(=O)CN(C)CC)C(=O)NC,DIVERSE02,ABDIV02_41,Random1 Life Chemicals ,alvaBuilder,1.0,CCC(CCN1CCc2sc(N3CCC(CONC(=O)CN(C)CC)CC3)cc2C1)C(=O)NC
Cc1oncc1C(=O)NCc1ccnc(c1)C1CN(C1)c1ccccc1C(F)(F)F,DIVERSE02,ABDIV02_42,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1oncc1C(=O)NCc1ccnc(C2CN(c3ccccc3C(F)(F)F)C2)c1
CN1CC(CCNC(=O)C(c2ccoc2)c2ccc3c(c2)OC=C(Cc2ncccn2)C3=O)C1,DIVERSE02,ABDIV02_43,Random1 Life Chemicals ,alvaBuilder,1.0,CN1CC(CCNC(=O)C(c2ccoc2)c2ccc3c(=O)c(Cc4ncccn4)coc3c2)C1
CNCc1nccnc1-n1ccc(n1)C(=O)NCc1ccnc(c1)Cc1ccccc1,DIVERSE02,ABDIV02_44,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-n1ccc(C(=O)NCc2ccnc(Cc3ccccc3)c2)n1
CNCc1nccnc1-c1c(onc1CN1c2ccccc2N(C2CC2)S1(=O)=O)C,DIVERSE02,ABDIV02_45,Random1 Life Chemicals ,alvaBuilder,1.0,CNCc1nccnc1-c1c(CN2c3ccccc3N(C3CC3)S2(=O)=O)noc1C
Cc1ccccc1CNCc1ccc(o1)C(=O)NCc1c(ncnc1-c1cccc(c1)F)C,DIVERSE02,ABDIV02_46,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ccccc1CNCc1ccc(C(=O)NCc2c(C)ncnc2-c2cccc(F)c2)o1
Cc1ncnc(c1-c1ccc2[nH]cc3c(nnc3c2c1)-c1ccccc1CO)CNCc1ccccc1CCO,DIVERSE02,ABDIV02_47,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1ncnc(CNCc2ccccc2CCO)c1-c1ccc2ncc3c(-c4ccccc4CO)[nH]nc3c2c1
CNC(=O)NCC(C)(O)COCc1ccccc1CN1CC(C1)c1c(ncnc1-c1cccc(c1)F)C,DIVERSE02,ABDIV02_48,Random1 Life Chemicals ,alvaBuilder,1.0,CNC(=O)NCC(C)(O)COCc1ccccc1CN1CC(c2c(C)ncnc2-c2cccc(F)c2)C1
Cc1cc(cc(c1-n1c(nc2ccccc12)C)-c1nccnc1F)C(CNS(=O)=O)OCC1CC1,DIVERSE02,ABDIV02_49,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(C(CN[SH](=O)=O)OCC2CC2)cc(-c2nccnc2F)c1-n1c(C)nc2ccccc21
Clc1ccc(s1)-c1ccc(s1)-c1ccc2nc(cnc2c1)CNC(=O)Cc1cnoc1,DIVERSE02,ABDIV02_50,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(Cc1cnoc1)NCc1cnc2cc(-c3ccc(-c4ccc(Cl)s4)s3)ccc2n1
Cc1cc(cc(c1CCNS(=O)(=O)NC(=O)c1ccco1)C)-c1ccc(o1)Br,DIVERSE02,ABDIV02_51,Random1 Life Chemicals ,alvaBuilder,1.0,Cc1cc(-c2ccc(Br)o2)cc(C)c1CCNS(=O)(=O)NC(=O)c1ccco1
O=C(NCC(ONS(=O)(=O)c1ccco1)c1ccccc1Cc1ccccc1)c1nccs1,DIVERSE02,ABDIV02_52,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(NCC(ONS(=O)(=O)c1ccco1)c1ccccc1Cc1ccccc1)c1nccs1
CNC(=O)C(CCC(C(=O)NCCc1ccccc1)c1ccoc1)CCc1ccccc1,DIVERSE02,ABDIV02_53,Random1 Life Chemicals ,alvaBuilder,1.0,CNC(=O)C(CCc1ccccc1)CCC(C(=O)NCCc1ccccc1)c1ccoc1
BrCC(=O)C(=O)NCc1cnc2cc(ccc2n1)-c1ccc(s1)C1CC1,DIVERSE02,ABDIV02_54,Random1 Life Chemicals ,alvaBuilder,1.0,O=C(CBr)C(=O)NCc1cnc2cc(-c3ccc(C4CC4)s3)ccc2n1
